0	0
1	0.00428186
2	0.00841472
3	0.01225
4	0.01564
5	0.0184384
6	0.0205004
7	0.0216835
8	0.0218478
9	0.0208564
10	0.0185755
11	0.0148756
12	0.00963137
13	0.00272298
14	-0.00596145
15	-0.0165195
16	-0.0290185
17	-0.0434594
18	-0.0597082
19	-0.0773933
20	-0.0957877
21	-0.113709
22	-0.129576
23	-0.141498
24	-0.147769
25	-0.147033
26	-0.138933
27	-0.123885
28	-0.103307
29	-0.0789644
30	-0.0528071
31	-0.0264729
32	-0.00120144
33	0.0222256
34	0.0433834
35	0.0620872
36	0.078289
37	0.0920097
38	0.103303
39	0.112239
40	0.118893
41	0.12334
42	0.125637
43	0.125798
44	0.123755
45	0.119341
46	0.112287
47	0.102306
48	0.089195
49	0.0730449
50	0.0542843
51	0.0337549
