0	0
1	-0.00479849
2	-0.00955462
3	-0.0142264
4	-0.0187723
5	-0.023152
6	-0.0273263
7	-0.0312575
8	-0.03491
9	-0.0382501
10	-0.0412466
11	-0.043871
12	-0.0460976
13	-0.047904
14	-0.0492711
15	-0.0501831
16	-0.0506281
17	-0.050598
18	-0.0500887
19	-0.0490998
20	-0.0476355
21	-0.0457037
22	-0.0433168
23	-0.040491
24	-0.0372469
25	-0.033609
26	-0.0296057
27	-0.0252692
28	-0.0206353
29	-0.0157434
30	-0.0106358
31	-0.0053581
32	4.18263e-05
33	0.00551357
34	0.0110049
35	0.0164618
36	0.0218295
37	0.0270524
38	0.0320747
39	0.0368409
40	0.0412968
41	0.0453894
42	0.0490678
43	0.052284
44	0.0549935
45	0.0571554
46	0.0587339
47	0.0596982
48	0.0600235
49	0.0596913
50	0.0586904
51	0.0570167
