0	0
1	-0.00312871
2	-0.00622689
3	-0.0092643
4	-0.0122112
5	-0.0150388
6	-0.0177192
7	-0.020226
8	-0.0225342
9	-0.0246207
10	-0.0264646
11	-0.0280469
12	-0.0293513
13	-0.0303638
14	-0.0310734
15	-0.0314718
16	-0.0315538
17	-0.0313169
18	-0.0307621
19	-0.0298931
20	-0.0287171
21	-0.0272439
22	-0.0254868
23	-0.0234615
24	-0.021187
25	-0.0186845
26	-0.0159779
27	-0.0130935
28	-0.0100593
29	-0.00690533
30	-0.00366314
31	-0.000365413
32	0.0029542
33	0.00626149
34	0.00952197
35	0.0127013
36	0.0157655
37	0.0186817
38	0.0214178
39	0.0239435
40	0.0262304
41	0.0282523
42	0.0299853
43	0.0314088
44	0.0325048
45	0.033259
46	0.0336605
47	0.0337022
48	0.0333809
49	0.0326971
50	0.0316558
51	0.0302655
