0	0
1	0.0399067
2	0.0797971
3	0.119653
4	0.159452
5	0.199165
6	0.238755
7	0.27817
8	0.317346
9	0.356198
10	0.394618
11	0.432472
12	0.469595
13	0.50579
14	0.540826
15	0.574436
16	0.606326
17	0.63617
18	0.663628
19	0.688348
20	0.709985
21	0.728209
22	0.742725
23	0.753286
24	0.759706
25	0.761867
26	0.759733
27	0.753345
28	0.742825
29	0.728364
30	0.710218
31	0.68869
32	0.664121
33	0.636872
34	0.60731
35	0.575799
36	0.542688
37	0.508301
38	0.472936
39	0.436856
40	0.400295
41	0.363448
42	0.326478
43	0.289517
44	0.252663
45	0.215982
46	0.179514
47	0.14327
48	0.107238
49	0.0713836
50	0.0356582
51	0
