0	0
1	0.0399113
2	0.0798066
3	0.119668
4	0.159473
5	0.199193
6	0.238789
7	0.278213
8	0.317397
9	0.356256
10	0.394683
11	0.432542
12	0.469667
13	0.505861
14	0.54089
15	0.57449
16	0.606362
17	0.636185
18	0.663616
19	0.688307
20	0.709912
21	0.728107
22	0.742596
23	0.753136
24	0.759542
25	0.761698
26	0.759568
27	0.753193
28	0.742693
29	0.728258
30	0.71014
31	0.688643
32	0.664103
33	0.636879
34	0.607339
35	0.575846
36	0.542747
37	0.508368
38	0.473008
39	0.43693
40	0.400368
41	0.36352
42	0.326548
43	0.289584
44	0.252726
45	0.21604
46	0.179566
47	0.143314
48	0.107273
49	0.0714078
50	0.0356706
51	0
