0	0
1	0.00361751
2	0.00708656
3	0.0102592
4	0.0129887
5	0.0151302
6	0.0165415
7	0.0170844
8	0.0166266
9	0.0150441
10	0.0122254
11	0.00807684
12	0.00253101
13	-0.00444234
14	-0.0128221
15	-0.0225186
16	-0.033355
17	-0.0450493
18	-0.0572016
19	-0.0692915
20	-0.080691
21	-0.0906978
22	-0.0985884
23	-0.103689
24	-0.105451
25	-0.103526
26	-0.09781
27	-0.0884673
28	-0.0759079
29	-0.0607394
30	-0.0436952
31	-0.0255572
32	-0.00708531
33	0.0110356
34	0.0282287
35	0.0440372
36	0.0581207
37	0.0702406
38	0.0802398
39	0.0880213
40	0.0935287
41	0.0967295
42	0.0976046
43	0.0961434
44	0.0923458
45	0.0862319
46	0.0778574
47	0.0673323
48	0.0548386
49	0.0406417
50	0.0250901
51	0.00860115
