1	0.037619846
2	0.0021285612
3	-0.00032965515
4	0.00024900497
5	5.5851836e-05
6	-0.0022483108
7	0.00091545192
8	-0.0009997429
9	-0.0013334018
10	0.0010478727
11	-0.0016253571
12	-0.00011343872
13	0.00019208265
14	-0.00032499773
15	0.0017436724
16	-0.00099865493
17	-0.0016588678
18	-0.00013201994
19	0.0010706944
20	0.00070169476
21	0.0011474609
22	0.00029741853
23	0.0015133463
24	0.0011715472
25	-0.0024897156
26	0.0010590977
27	-0.00086519926
28	0.0009187745
29	-0.0016276812
30	-0.00068470181
31	0.0019250917
32	0.0023278321
33	-0.0010168755
