0 2.00001
0.187739 1.98113
0.372922 1.94597
0.554083 1.89611
0.729933 1.83363
0.899393 1.76092
1.06162 1.68047
1.21599 1.59472
1.36212 1.50591
1.49981 1.41599
1.62904 1.32656
1.74992 1.23887
1.86265 1.15383
1.96751 1.07204
2.06483 0.99385
2.15496 0.919363
2.23825 0.848528
2.31502 0.781155
2.38559 0.716956
2.45025 0.655574
2.50924 0.596608
2.56277 0.539632
2.61101 0.484208
2.65407 0.4299
2.69206 0.376278
2.72501 0.322925
2.75293 0.26944
2.77578 0.215442
2.79351 0.160565
2.80601 0.104466
2.81315 0.0468177
2.81478 -0.0126902
2.81069 -0.0743512
2.80068 -0.138443
2.78451 -0.20523
2.76191 -0.274958
2.73258 -0.347858
2.69623 -0.424139
2.65252 -0.503981
2.60112 -0.587529
2.54166 -0.674881
2.47378 -0.766064
2.39714 -0.861017
2.31137 -0.95956
2.21616 -1.06136
2.11123 -1.16588
1.99634 -1.27236
1.87136 -1.37974
1.73628 -1.48664
1.59121 -1.59135
1.43645 -1.6918
1.27252 -1.78563
1.10016 -1.87022
0.920363 -1.94291
0.734383 -2.00107
0.543698 -2.04242
0.349982 -2.06515
0.155047 -2.06816
-0.0392279 -2.05118
-0.23098 -2.01479
-0.41844 -1.96037
-0.599997 -1.88993
-0.774257 -1.80595
-0.94007 -1.71113
-1.09654 -1.60817
-1.24303 -1.49961
-1.37911 -1.38767
-1.50455 -1.27423
-1.61929 -1.16074
-1.72338 -1.04828
-1.81694 -0.937577
-1.90018 -0.829036
-1.97329 -0.722816
-2.03649 -0.618871
-2.09001 -0.517005
-2.134 -0.416907
-2.16863 -0.318193
-2.19401 -0.220435
-2.2102 -0.123181
-2.21723 -0.0259834
-2.21509 0.0715915
-2.20371 0.169943
-2.18302 0.269425
-2.15288 0.370324
-2.11316 0.47285
-2.0637 0.577111
-2.00433 0.683096
-1.93489 0.790643
-1.85525 0.899415
-1.76533 1.00887
-1.66509 1.11823
-1.55458 1.22647
-1.43398 1.33228
-1.30358 1.43408
-1.16384 1.53008
-1.01541 1.61827
-0.859119 1.69658
-0.695991 1.76294
-0.527247 1.81549
-0.354263 1.85267
-0.178543 1.87343
-0.00166159 1.87729
0.174791 1.86441
0.34927 1.8356
0.520336 1.79223
0.686698 1.73613
0.847254 1.66939
1.00111 1.59425
1.14757 1.51292
1.28616 1.42746
1.41657 1.33968
1.53866 1.25112
1.65241 1.16298
1.75791 1.07619
1.85533 0.991354
1.94485 0.908859
2.02672 0.828865
2.10117 0.751362
2.16842 0.676203
2.2287 0.603139
2.28217 0.531845
2.32899 0.461943
2.36927 0.393025
2.40309 0.324661
2.43048 0.256416
2.45142 0.187858
2.46586 0.118561
2.47373 0.0481181
2.47488 -0.0238638
2.46917 -0.0977529
2.45639 -0.173891
2.43631 -0.252588
2.40869 -0.334117
2.37324 -0.418704
2.32966 -0.506516
2.27765 -0.597651
2.2169 -0.692114
2.14709 -0.7898
2.06793 -0.89046
1.97916 -0.993675
1.88057 -1.09882
1.77201 -1.20503
1.65343 -1.31116
1.52491 -1.41579
1.38666 -1.51719
1.23909 -1.61338
1.08278 -1.70214
0.918547 -1.78116
0.747418 -1.84811
0.570632 -1.90088
0.389612 -1.9377
0.205926 -1.9573
0.0212289 -1.95912
-0.162803 -1.94327
-0.344539 -1.9106
-0.522461 -1.86261
-0.695213 -1.80127
-0.861645 -1.72889
-1.02083 -1.64788
-1.17207 -1.56066
-1.31488 -1.46943
-1.44898 -1.37613
-1.57426 -1.28238
-1.69073 -1.18943
-1.79852 -1.09823
-1.89782 -1.00939
-1.98887 -0.923277
-2.07194 -0.840018
-2.1473 -0.75957
-2.2152 -0.681749
-2.27588 -0.606269
-2.32954 -0.532771
-2.37635 -0.460844
-2.41644 -0.390051
-2.4499 -0.319938
-2.47676 -0.250049
-2.49702 -0.179934
-2.51065 -0.109155
-2.51757 -0.0372893
-2.51764 0.036064
-2.51071 0.111282
-2.49659 0.188714
-2.47506 0.268676
-2.44586 0.351447
-2.40872 0.437257
-2.36334 0.526279
-2.30941 0.618614
-2.24663 0.71427
-2.17467 0.81314
-2.09326 0.914973
-2.00212 1.01934
-1.90106 1.1256
-1.78992 1.23287
-1.66867 1.33997
-1.53739 1.44543
-1.39632 1.54747
-1.24588 1.64404
-1.08667 1.73286
-0.919558 1.81154
-0.745599 1.87771
