0	0
1	0.0399979
2	0.0799944
3	0.119988
4	0.159974
5	0.199949
6	0.2399
7	0.279814
8	0.319661
9	0.359402
10	0.398973
11	0.438288
12	0.477218
13	0.515599
14	0.553204
15	0.589763
16	0.624924
17	0.658306
18	0.689437
19	0.717852
20	0.743015
21	0.764458
22	0.781676
23	0.794308
24	0.802
25	0.804602
26	0.802001
27	0.79431
28	0.781681
29	0.764468
30	0.743035
31	0.717889
32	0.689504
33	0.658426
34	0.62513
35	0.590107
36	0.553761
37	0.516477
38	0.478562
39	0.440295
40	0.401891
41	0.363541
42	0.325389
43	0.287557
44	0.250127
45	0.213159
46	0.176672
47	0.140657
48	0.105069
49	0.0698355
50	0.0348521
51	0
