0	0
1	0.04
2	0.08
3	0.12
4	0.16
5	0.2
6	0.24
7	0.28
8	0.32
9	0.36
10	0.4
11	0.44
12	0.48
13	0.519996
14	0.559984
15	0.599912
16	0.639749
17	0.679192
18	0.718123
19	0.755516
20	0.79117
21	0.822806
22	0.850472
23	0.870694
24	0.884509
25	0.888257
26	0.884509
27	0.870694
28	0.850472
29	0.822806
30	0.79117
31	0.755516
32	0.718123
33	0.679192
34	0.639749
35	0.599912
36	0.559984
37	0.519996
38	0.480002
39	0.440008
40	0.400042
41	0.360118
42	0.32036
43	0.280813
44	0.241838
45	0.203476
46	0.166355
47	0.130349
48	0.0960562
49	0.0629815
50	0.0312185
51	0
