0	-108.029
0.01	-109.16
0.02	-110.727
0.03	-113.108
0.04	-116.56
0.05	-121.025
0.06	-126.111
0.07	-131.285
0.08	-136.13
0.09	-140.524
0.1	-144.638
0.11	-148.786
0.12	-153.23
0.13	-158.038
0.14	-163.092
0.15	-168.189
0.16	-173.155
0.17	-177.893
0.18	-182.38
0.19	-186.618
0.2	-190.6
0.21	-194.271
0.22	-197.509
0.23	-200.081
0.24	-201.643
0.25	-202.033
0.26	-202.275
0.27	-204.423
0.28	-207.97
0.29	-210.443
0.3	-210.615
0.31	-208.396
0.32	-204.7
0.33	-201.298
0.34	-199.075
0.35	-197.184
0.36	-194.729
0.37	-192.247
0.38	-190.253
0.39	-188.115
0.4	-184.578
0.41	-178.921
0.42	-172.415
0.43	-168.047
0.44	-168.107
0.45	-171.942
0.46	-176.424
0.47	-178.699
0.48	-178.104
0.49	-175.501
0.5	-172.146
0.51	-169.412
0.52	-168.269
0.53	-168.627
0.54	-169.839
0.55	-172.031
0.56	-175.85
0.57	-180.322
0.58	-183.179
0.59	-183.414
0.6	-181.812
0.61	-180.01
0.62	-178.695
0.63	-177.093
0.64	-174.511
0.65	-171.077
0.66	-167.716
0.67	-165.593
0.68	-165.238
0.69	-166.463
0.7	-168.61
0.71	-170.63
0.72	-171.662
0.73	-172.034
0.74	-173.099
0.75	-175.195
0.76	-177.711
0.77	-180.572
0.78	-183.937
0.79	-187.388
0.8	-189.981
0.81	-190.926
0.82	-189.89
0.83	-187.073
0.84	-183.56
0.85	-180.545
0.86	-177.938
0.87	-175.498
0.88	-174.021
0.89	-174.601
0.9	-177.3
0.91	-180.688
0.92	-182.981
0.93	-183.712
0.94	-183.247
0.95	-181.353
0.96	-178.447
0.97	-177.297
0.98	-178.821
0.99	-180.326
1	-179.663
1.01	-177.519
1.02	-176.228
1.03	-175.94
1.04	-174.321
1.05	-171.908
1.06	-171.266
1.07	-173.871
1.08	-179.1
1.09	-184.069
1.1	-185.548
1.11	-182.116
1.12	-176.12
1.13	-174.538
1.14	-179.825
1.15	-186.655
1.16	-191.178
1.17	-192.8
1.18	-192.237
1.19	-190.21
1.2	-187.345
1.21	-184.525
1.22	-182.473
1.23	-180.636
1.24	-177.66
1.25	-173.289
1.26	-169.362
1.27	-168.541
1.28	-170.69
1.29	-173.275
1.3	-174.891
1.31	-175.961
1.32	-177.463
1.33	-179.549
1.34	-181.631
1.35	-183.064
1.36	-183.237
1.37	-181.609
1.38	-178.742
1.39	-176.624
1.4	-175.688
1.41	-175.284
1.42	-175.273
1.43	-174.534
1.44	-172.228
1.45	-169.188
1.46	-167.934
1.47	-170.569
1.48	-176.027
1.49	-181.925
1.5	-186.196
1.51	-187.634
1.52	-186.685
1.53	-184.981
1.54	-183.865
1.55	-183.471
1.56	-182.994
1.57	-181.628
1.58	-179.367
1.59	-177.044
1.6	-175.56
1.61	-175.032
1.62	-174.301
1.63	-172.167
1.64	-169.816
1.65	-169.765
1.66	-170.973
1.67	-171.26
1.68	-171.858
1.69	-174.896
1.7	-179.52
1.71	-183.011
1.72	-183.817
1.73	-181.541
1.74	-176.877
1.75	-172.207
1.76	-168.515
1.77	-165.553
1.78	-166.398
1.79	-170.217
1.8	-173.922
1.81	-176.466
1.82	-177.356
1.83	-177.425
1.84	-179.707
1.85	-184.975
1.86	-189.304
1.87	-190.006
1.88	-186.955
1.89	-181.286
1.9	-175.346
1.91	-173.124
1.92	-176.147
1.93	-180.594
1.94	-182.536
1.95	-181.388
1.96	-179.185
1.97	-178.375
1.98	-178.4
1.99	-176.216
2	-171.912
2.01	-168.82
2.02	-168.862
2.03	-171.954
2.04	-176.359
2.05	-180.102
2.06	-182.374
2.07	-183.309
2.08	-183.166
2.09	-181.901
2.1	-179.826
2.11	-177.988
2.12	-177.5
2.13	-178.518
2.14	-179.752
2.15	-179.499
2.16	-177.509
2.17	-175.325
2.18	-174.436
2.19	-174.666
2.2	-174.959
2.21	-174.694
2.22	-173.953
2.23	-173.108
2.24	-172.165
2.25	-170.645
2.26	-168.74
2.27	-167.994
2.28	-169.911
2.29	-173.894
2.3	-177.331
2.31	-177.964
2.32	-175.273
2.33	-170.364
2.34	-165.262
2.35	-162.274
2.36	-162.416
2.37	-164.566
2.38	-167.234
2.39	-170.364
2.4	-174.785
2.41	-179.388
2.42	-182.097
2.43	-182.195
2.44	-179.526
2.45	-175.158
2.46	-171.002
2.47	-168.428
2.48	-167.74
2.49	-168.122
2.5	-169.35
2.51	-172.74
2.52	-178.324
2.53	-183.318
2.54	-185.499
2.55	-184.638
2.56	-181.779
2.57	-178.069
2.58	-173.684
2.59	-168.634
2.6	-163.956
2.61	-161.54
2.62	-162.892
2.63	-167.165
2.64	-171.707
2.65	-174.15
2.66	-175.11
2.67	-178.369
2.68	-181.333
2.69	-181.112
2.7	-179.971
2.71	-179.856
2.72	-180.567
2.73	-181.473
2.74	-181.971
2.75	-181.596
2.76	-180.254
2.77	-178.16
2.78	-175.159
2.79	-171.123
2.8	-167.438
2.81	-166.432
2.82	-168.728
2.83	-173.011
2.84	-177.801
2.85	-182.186
2.86	-185.464
2.87	-186.949
2.88	-186.66
2.89	-185.858
2.9	-185.729
2.91	-185.743
2.92	-184.832
2.93	-182.973
2.94	-180.89
2.95	-179.728
2.96	-180.993
2.97	-183.467
2.98	-184.093
2.99	-182.446
3	-180.571
3.01	-180.381
3.02	-180.196
3.03	-176.383
3.04	-172.504
3.05	-177.223
3.06	-182.501
3.07	-184.621
3.08	-184.733
3.09	-183.666
3.1	-181.784
3.11	-179.718
3.12	-179.71
3.13	-182.557
3.14	-185.381
3.15	-185.168
3.16	-181.447
3.17	-176.518
3.18	-173.328
3.19	-173.107
3.2	-175.765
3.21	-179.649
3.22	-182.339
3.23	-182.527
3.24	-181.356
3.25	-181.497
3.26	-183.744
3.27	-185.944
3.28	-186.066
3.29	-184.075
3.3	-181.341
3.31	-179.421
3.32	-179.192
3.33	-180.69
3.34	-182.415
3.35	-181.567
3.36	-176.606
3.37	-169.817
3.38	-167.495
3.39	-171.838
3.4	-178.437
3.41	-183.909
3.42	-186.742
