0	0
1	0.0399342
2	0.0798538
3	0.119742
4	0.159577
5	0.199331
6	0.238966
7	0.27843
8	0.317656
9	0.356556
10	0.395019
11	0.432903
12	0.47004
13	0.506225
14	0.541223
15	0.574763
16	0.606549
17	0.636258
18	0.663554
19	0.688094
20	0.709543
21	0.727586
22	0.741943
23	0.752377
24	0.758715
25	0.760846
26	0.758736
27	0.752423
28	0.742023
29	0.727716
30	0.709743
31	0.688397
32	0.664003
33	0.636912
34	0.607485
35	0.576082
36	0.543049
37	0.508715
38	0.473379
39	0.437312
40	0.40075
41	0.363893
42	0.326908
43	0.289927
44	0.253047
45	0.216334
46	0.179827
47	0.143535
48	0.107447
49	0.0715282
50	0.0357322
51	0
