0	0
1	0.04
2	0.08
3	0.12
4	0.16
5	0.2
6	0.24
7	0.28
8	0.32
9	0.36
10	0.4
11	0.44
12	0.48
13	0.52
14	0.56
15	0.6
16	0.639272
17	0.681455
18	0.711123
19	0.772573
20	0.755459
21	0.884113
22	0.754677
23	0.99659
24	0.731143
25	1.04719
26	0.731143
27	0.99659
28	0.754677
29	0.884113
30	0.755459
31	0.772573
32	0.711123
33	0.681455
34	0.639272
35	0.6
36	0.56
37	0.52
38	0.48
39	0.44
40	0.4
41	0.360364
42	0.319272
43	0.284075
44	0.234441
45	0.217832
46	0.14423
47	0.160391
48	0.0637616
49	0.0917668
50	0.0147005
51	0
